Gott Bay,-20015,51,-3522,-93,-168,-1648,-109,907,1204,369,1057,165,-623,-297,107,-440,18
Grangemouth,13869,43,-1502,730,-638,-1459,70,889,424,-20,266,-223,-130,35,-140,-276,8
Granton,12491,48,-2116,267,-628,-1577,-101,794,655,99,299,-175,-222,57,-37,-128,7
Gravesend,5437,50,-2138,1130,-384,-1635,47,864,771,-239,321,-389,-250,152,-74,-148,6
Great Saltee,-21157,50,-2339,902,-322,-1568,-49,769,812,-69,313,-217,-283,82,-52,-169,6
Great Yarmouth (Britannia Pier),-10499,51,-2252,149,-720,-1504,-187,723,713,162,424,-26,-215,-26,49,-162,19
Greenock,3861,46,-2312,1104,-520,-1516,5,598,815,-226,408,-470,-359,208,-128,-113,14
Greenore,656,51,-2273,-708,-621,-1640,-147,670,690,185,280,-56,-178,-43,106,-135,8
Greenway Quay,-18662,49,-2433,1331,-287,-1787,-64,812,875,-140,228,-353,-277,161,44,-302,11
Greystones,864,50,-2268,-383,-639,-1641,-109,685,690,187,254,-87,-184,-29,86,-130,8
Grimsby,-20903,51,-2441,462,-357,-1670,-101,743,897,-28,511,-125,-354,15,55,-225,12
Grovehurst Jetty,3958,52,-2262,905,-443,-1601,-18,822,729,-174,333,-303,-226,119,-60,-203,7
Gweedore Harbour,-19238,49,-2197,-272,-628,-1580,-73,835,745,121,450,-13,-212,-63,-33,-264,10
Hale Head,1076,50,-2425,510,-414,-1685,-102,866,841,30,465,-139,-302,-17,24,-227,6
Halfway Shoal,-432,53,-2372,225,-462,-1642,-119,777,795,49,442,-51,-275,-17,10,-180,6
Hammersmith Bridge,11121,62,-2027,1537,-339,-1627,97,853,685,-224,235,-426,-164,179,-100,-170,7
Hartlepool,16094,51,-2258,118,-506,-1614,-111,740,773,80,356,-74,-234,-15,-30,-127,9
Harwich,1123,48,-2100,908,-393,-1467,-6,719,710,-197,271,-148,-203,80,-73,-108,8
Hastings,-1278,55,-2712,612,-526,-1989,9,668,976,-3,581,-137,-378,-2,64,-91,8
Haverfordwest,-17905,50,-2316,933,-314,-1689,-58,839,871,-12,535,-234,-343,28,-21,-247,6
Haws Point,-70,53,-2315,262,-403,-1620,-154,806,749,44,386,-103,-267,-21,49,-223,6
Helensburgh,3861,46,-2312,1104,-520,-1516,5,598,815,-226,408,-470,-359,208,-128,-113,14
Helford River (Entrance),-23003,53,-2262,1032,116,-1641,42,891,824,-207,561,-202,-388,14,-63,-265,9
Helmsdale,1396,50,-2218,495,-432,-1644,-126,809,734,100,358,-79,-260,-43,14,-176,10
Herne Bay,3574,50,-2200,918,-400,-1670,-9,851,806,-197,397,-317,-274,121,-49,-212,7
Hestan Island,934,53,-2439,399,-407,-1687,-115,865,841,27,470,-126,-303,-23,31,-226,6
Heysham,-196,53,-2425,321,-461,-1630,-120,852,816,35,482,-122,-300,-10,29,-239,6
Hilbre Island,-1476,54,-2402,250,-417,-1684,-155,883,780,44,474,8,-282,-62,22,-185,6
Hillswick,-9578,52,-2321,66,-313,-1726,-163,789,792,161,483,9,-245,-96,46,-210,11
Hinkley Point,-17549,49,-2455,1289,-118,-1742,-15,890,914,-211,520,-317,-375,87,-43,-262,7
Holliwell Point,3207,51,-2148,794,-415,-1641,-43,851,728,-176,374,-284,-251,104,-11,-179,6
Holy Island,13043,48,-2256,-4,-541,-1621,-163,800,765,139,376,-87,-252,-32,24,-168,9
Holyhead,-3403,50,-2467,-73,-485,-1686,-177,863,801,194,526,-35,-314,-75,50,-239,8
Howth,948,48,-2270,-417,-638,-1641,-113,683,690,186,255,-77,-183,-31,90,-129,8
Hull (Albert Dock),-19013,52,-2347,634,-274,-1521,3,785,806,-57,476,-131,-315,55,7,-299,12
Hull (Alexandra Dock),-19413,52,-2459,631,-298,-1696,-118,729,902,-85,528,-92,-360,47,97,-216,12
Hull (King George Dock),-19408,52,-2365,642,-246,-1550,-41,798,780,-20,445,-112,-349,59,21,-264,11
Hullbridge,4933,52,-2243,1434,-452,-1635,27,876,729,-163,323,-362,-250,139,-62,-179,7
Humber Bridge,-18571,54,-2308,603,-304,-1423,22,809,730,-90,475,-161,-307,82,7,-288,12
Humber Sea Terminal,-19844,51,-2444,673,-298,-1706,-109,735,791,-58,571,-79,-294,-7,35,-187,12
Hunstanton,-19215,55,-2409,851,-308,-1689,-91,725,902,-78,515,-115,-357,60,84,-214,12
Hurst Point,-2106,46,-1951,-1493,-386,-1644,-233,845,796,-8,480,-44,-343,-57,94,-227,12
Iken Cliffs,6517,53,-2143,891,-432,-1636,-30,854,725,-187,362,-306,-247,116,-21,-180,6
Ilfracombe,-19972,49,-2479,786,-228,-1701,-80,879,893,-67,541,-216,-369,27,-16,-253,6
Immingham,-20133,51,-2461,622,-294,-1696,-120,728,903,-81,528,-88,-361,45,98,-216,12
Inishbiggle,-18999,51,-2232,-112,-637,-1582,-58,847,745,124,468,-22,-216,-55,-40,-271,10
Inishbofin Bay,-20465,50,-2559,-84,-629,-1597,-66,886,744,131,565,12,-230,-61,-25,-307,10
Inishgort,-20070,52,-2207,-237,-627,-1582,-71,838,744,126,455,-12,-213,-62,-33,-266,10
Inishtrahull,-18799,52,-2256,-2,-644,-1583,-47,857,746,125,481,-31,-218,-50,-45,-277,10
Inner Dowsing Light,-20124,51,-2574,436,-374,-1749,-150,944,800,60,538,-59,-262,-26,52,-222,14
Inveraray,4521,49,-2309,1111,-523,-1515,6,598,815,-229,405,-473,-358,210,-129,-113,14
Invergordon,2724,50,-2034,909,-342,-1877,-112,737,707,-24,271,-244,-215,-15,22,-75,11
Inverie Bay,-18949,52,-3399,-464,-153,-1645,-142,889,1204,332,1050,207,-606,-305,128,-432,17
Inverness,3544,49,-1822,914,-258,-1774,-93,746,658,-61,299,-176,-190,-44,-29,-122,10
Inward Rocks,-14578,58,-2312,1348,4,-1616,88,778,835,-250,540,-276,-330,73,-32,-298,8
Iona,-20799,51,-3429,-206,-159,-1647,-119,897,1202,367,1050,185,-610,-307,116,-436,18
Ipswich,2258,46,-2057,696,-388,-1467,-26,708,709,-208,288,-124,-201,72,-59,-107,8
Irvine,2661,46,-2319,1090,-515,-1518,3,598,817,-220,414,-465,-362,204,-127,-114,14
Isle Of Whithorn,732,52,-2452,289,-399,-1689,-128,864,842,25,474,-112,-303,-29,39,-226,6
Itchenor,738,44,-2156,280,-459,-1655,131,798,750,52,438,-291,-223,33,-89,-60,9
Jupiter Point,-20604,49,-2249,1058,107,-1639,47,887,822,-218,557,-216,-388,24,-66,-261,9
Keadby,-15283,64,-2524,357,-301,-1704,-150,737,897,-115,541,-83,-359,43,109,-224,12
Kettletoft Pier,-1516,49,-2285,132,-400,-1651,-170,807,732,104,403,-49,-255,-65,40,-182,10
Kew Bridge,12021,65,-2020,1546,-343,-1626,99,853,684,-227,232,-428,-162,180,-101,-170,7
Kilbaha Bay,-22739,49,-1999,-218,-336,-1677,-109,576,758,129,469,88,-211,-60,52,-145,8
Kilkeel,1516,46,-1957,384,-716,-1784,-89,632,664,49,262,-216,-160,47,-99,-97,8
Kilkieran Cove,-22099,49,-2257,-38,-631,-1588,-54,856,745,138,483,-15,-218,-57,-39,-278,10
Killala Bay (Inishcrone),-19810,47,-2157,-458,-617,-1578,-91,820,742,121,429,-1,-207,-71,-24,-255,9
Killard Point,309,49,-2221,5,-687,-1794,-148,646,661,45,287,-163,-170,28,-71,-99,8
Killary Harbour,-21326,50,-2286,103,-640,-1588,-40,865,745,137,497,-29,-220,-49,-48,-282,10
Inishmore (Killeany Bay),-22521,49,-2312,-103,-522,-1685,-150,776,765,176,468,-18,-215,-87,22,-196,8
Killough Harbour,-84,50,-2351,-186,-673,-1798,-177,654,658,43,297,-138,-174,20,-55,-99,9
Killybegs,-19770,48,-2207,-234,-628,-1581,-70,838,744,125,455,-13,-213,-62,-34,-266,10
Killyleagh,6669,50,-2220,75,-717,-1782,-138,648,662,23,276,-180,-168,39,-76,-95,8
Kilmokea Point,-20574,52,-2257,792,-317,-1568,-58,758,812,-75,314,-193,-279,78,-43,-164,6
Kilrush,-21167,49,-2413,40,-352,-1678,-87,629,756,130,509,64,-233,-50,41,-167,8
Kincardine,14361,39,-1652,189,-537,-1479,-90,831,521,-45,300,-157,-185,76,-16,-218,7
King's Lynn,-18571,62,-2560,81,-619,-1269,-260,569,415,-113,555,18,-154,49,188,-270,7
Kinsale,-22784,52,-2034,431,-290,-1571,-92,727,811,-70,315,-116,-266,54,-15,-151,5
Kirkcaldy,12629,47,-2139,379,-634,-1576,-89,801,656,100,297,-189,-225,61,-45,-131,7
Kirkcudbright Bay,334,52,-2438,392,-403,-1687,-115,867,840,31,471,-125,-302,-23,34,-226,6
Kirkwall,-2906,49,-2348,-287,-440,-1691,-189,648,726,309,348,138,-285,-39,65,-47,13
Knights Town,-24596,49,-2298,-319,-370,-1731,-205,850,785,272,413,65,-251,-148,69,-203,8
Kyle Of Durness,-13617,53,-2276,105,-355,-1663,-180,802,725,153,393,-9,-248,-93,47,-177,10
Kyle Of Lochalsh,-16341,51,-2881,-890,-237,-1787,-433,1040,1052,160,658,435,-441,-218,367,-269,14
Lamlash,2326,50,-2575,1470,-525,-1521,38,638,824,-209,405,-555,-378,223,-158,-128,15
Lancaster,2590,50,-2313,1314,-468,-1668,-8,873,838,44,437,-222,-300,30,-30,-227,7
Langstone Harbour,868,43,-2180,439,-414,-1646,6,817,659,94,317,-187,-328,35,18,-201,11
Larne,-1123,49,-1979,220,-715,-1708,-51,664,623,9,333,-208,-225,55,-72,-102,9
Lawyer's Creek,-19215,50,-2409,851,-308,-1689,-91,725,902,-78,515,-115,-357,60,84,-214,12
Lee-On-The-Solent,596,42,-2314,250,-502,-1597,-67,937,812,32,501,-253,-389,34,-44,-259,11
Leith,12491,48,-2116,267,-628,-1577,-101,794,655,99,299,-175,-222,57,-37,-128,7
Lerwick,-1178,50,-2314,162,-349,-1718,-147,794,797,127,482,-33,-251,-73,35,-213,11
Leverburgh,-17549,52,-2826,-522,-348,-1792,-320,970,828,473,434,225,-195,-227,185,-209,10
Limerick Dock,-16580,50,-2104,-91,-364,-1674,-94,592,759,108,479,54,-216,-46,42,-154,8
Liscannor,-22714,50,-2276,41,-632,-1592,-46,864,744,142,491,-20,-218,-55,-44,-284,10
Little Bernera,-16736,50,-2729,-739,-334,-1792,-342,955,835,465,417,245,-184,-233,198,-199,10
Little Haven,-18396,52,-2442,620,-292,-1698,-94,851,871,-21,527,-174,-351,11,5,-244,6
Littlehampton (Entrance),-292,49,-2384,557,-319,-1949,-63,705,891,-81,536,-111,-343,0,51,-114,7
Seacombe (Alfred Dock),-344,53,-2263,451,-318,-1574,-72,821,754,-22,430,-144,-270,-17,0,-214,6
Liverpool (Gladstone Dock),-866,54,-2440,378,-397,-1688,-118,866,840,36,472,-119,-301,-27,36,-226,6
Lizard Point,-23737,52,-2413,494,-430,-1715,-205,860,795,-128,360,-217,-260,87,57,-213,7
Llanddwyn Island,-7413,55,-2674,-520,-442,-1701,-236,873,799,199,530,48,-314,-109,91,-237,8
Llandudno,-2205,53,-2474,110,-483,-1681,-157,863,854,115,494,-75,-323,-44,51,-222,7
Llanelli,-19176,50,-2444,611,-288,-1699,-96,851,871,-17,528,-170,-351,9,7,-244,6
Loch A' Bhraige,-15985,51,-3030,-627,-348,-1810,-326,1004,844,444,490,200,-217,-219,183,-242,10
Loch Aline,-19632,50,-3460,-281,-160,-1646,-126,898,1204,352,1053,187,-614,-302,118,-435,18
Loch Beag,-23667,53,-3315,148,-166,-1637,-85,883,1196,411,1060,159,-604,-300,100,-432,18
Kinlochbervie,-14347,51,-2527,-597,-398,-1743,-300,886,816,353,461,141,-244,-176,140,-190,9
Loch Boisdale,-18246,52,-2860,-452,-351,-1794,-313,977,825,479,439,221,-197,-226,182,-214,10
Loch Carnan,-17416,50,-2998,-129,-379,-1790,-279,996,819,480,467,185,-216,-211,160,-232,10
Loch Creran Head,-19116,55,-3400,-75,-171,-1643,-105,893,1205,362,1058,153,-616,-288,103,-436,17
Loch Dunvegan,-18172,53,-3310,-483,-355,-1818,-319,1041,833,458,535,177,-230,-227,176,-271,10
Loch Eatharna,-19431,50,-3367,-571,-146,-1644,-152,885,1203,326,1046,224,-599,-312,134,-428,17
Loch Harport,-18598,53,-3406,-430,-359,-1820,-315,1054,830,461,551,169,-236,-228,172,-281,10
Loch Hourn,-19372,52,-3307,-503,-349,-1819,-322,1040,830,464,533,183,-228,-229,178,-269,10
Loch Inver,-15739,51,-2649,-865,-326,-1804,-344,956,851,438,424,245,-191,-218,199,-201,9
Loch Laxford,-14539,50,-2655,-849,-331,-1803,-341,957,854,432,427,240,-194,-216,198,-203,9
Lochmaddy,-17409,51,-2907,-335,-362,-1790,-300,983,825,476,451,207,-205,-220,174,-220,10
Loch Melfort,-22582,51,-3285,263,-175,-1637,-74,882,1200,414,1063,135,-608,-289,91,-434,18
Loch Moidart,-19452,53,-3460,-278,-161,-1646,-126,898,1204,350,1053,185,-615,-301,117,-436,18
Loch Nedd,-15439,51,-2651,-861,-327,-1804,-343,956,852,437,425,243,-192,-217,199,-202,9
Loch Ranza,3205,46,-2190,904,-512,-1516,-13,578,813,-228,417,-422,-353,195,-112,-107,14
Loch Scresort,-19272,52,-3460,-275,-161,-1646,-125,898,1204,349,1053,183,-615,-300,117,-436,18
Loch Shell,-16151,50,-2758,-668,-342,-1791,-334,959,835,462,424,236,-190,-230,194,-203,10
Loch Skipport,-18194,53,-2951,-245,-367,-1793,-292,990,821,483,457,201,-209,-218,169,-226,10
Loch Snizort (Uig Bay),-17315,53,-3121,-586,-347,-1813,-326,1016,839,450,504,195,-220,-222,181,-250,10
Lochgoilhead,4322,44,-2498,1399,-530,-1517,32,628,820,-220,397,-540,-369,226,-153,-123,15
London Bridge (Tower Pier),8879,52,-2077,1411,-324,-1633,81,856,686,-220,256,-412,-171,168,-91,-177,7
Londonderry,-10823,51,-2865,-640,23,-1736,-178,910,858,464,354,273,-271,-400,130,-145,15
Looe,-21604,51,-2279,1150,103,-1639,55,891,824,-209,550,-223,-390,25,-71,-263,9
Lossiemouth,1986,50,-2242,648,-549,-1620,-120,827,734,205,306,-100,-237,-27,-19,-163,10
Lostwithiel,-21241,50,-2206,832,123,-1641,22,886,825,-223,584,-184,-389,9,-50,-264,9
Loth,-2516,47,-2265,230,-402,-1651,-159,808,732,111,390,-53,-255,-63,34,-180,10
Loughros More Bay,-19598,50,-2197,-276,-627,-1580,-74,835,744,123,450,-12,-212,-64,-32,-264,10
Lowestoft,-6736,50,-2182,104,-731,-1497,-185,713,717,146,419,-28,-211,-21,50,-158,19
Luce Bay (Offshore Platform),1234,51,-2438,403,-408,-1686,-114,865,841,26,469,-127,-303,-22,31,-226,6
Lundy,-20495,50,-2449,594,-283,-1698,-99,850,873,-11,532,-162,-353,4,10,-243,6
Lyme Regis,-18028,45,-2769,1659,45,-1768,85,909,1091,-122,366,-682,-428,267,-119,-259,12
Lynmouth,-19799,50,-2388,852,49,-1622,35,784,845,-243,609,-214,-342,37,1,-308,8
Malahide,1464,47,-2269,-376,-642,-1640,-108,685,690,185,254,-89,-184,-28,86,-131,8
Maldon,4794,50,-2195,1140,-438,-1637,-4,864,727,-172,347,-329,-250,124,-38,-180,7
Mallaig,-19332,52,-3460,-276,-161,-1646,-125,898,1204,350,1053,184,-615,-301,117,-436,18
Margate,2458,50,-2265,861,-391,-1714,-47,860,845,-154,415,-324,-297,92,-46,-242,9
Marino Point,-21753,52,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,5
Martin's Haven,-18396,51,-2442,620,-292,-1698,-94,851,871,-21,527,-174,-351,11,5,-244,6
Maryport,746,52,-2481,63,-386,-1693,-154,863,843,18,482,-92,-304,-41,54,-225,6
Maseline Pier,-17907,53,-2437,1147,-138,-1733,-71,868,995,-155,636,-248,-441,26,5,-286,8
Mcdermott Base,2634,49,-2065,592,-34,-1313,-93,399,645,171,299,-79,-221,-38,78,-21,7
Meikle Ferry,3353,50,-2143,749,-559,-1612,-103,815,736,201,492,-189,-229,-18,-30,-207,10
Mellon Charles,-15939,51,-2556,-927,-319,-1803,-349,944,853,438,407,255,-184,-218,203,-191,9
Mellon Point,-17576,50,-2613,207,-372,-1681,-72,658,757,120,527,38,-246,-39,32,-182,9
Menai Bridge,-2149,53,-2248,337,-513,-1674,-123,854,799,203,520,-104,-309,-47,16,-240,8
Methil,12126,49,-2097,238,-550,-1623,-142,710,679,98,311,-76,-170,60,-2,-179,7
Mevagissey,-22103,52,-2257,1042,112,-1641,44,890,823,-211,559,-207,-388,17,-64,-265,9
Mid Yell,-2750,49,-2352,-75,-329,-1722,-175,792,797,126,486,-3,-249,-87,50,-210,11
Middlesbrough (Dock Entrance),16369,51,-2231,145,-509,-1613,-107,739,774,80,347,-74,-233,-13,-32,-124,9
Milford Haven,-18996,51,-2444,613,-289,-1699,-95,851,871,-18,528,-171,-351,9,6,-244,6
Millport,3307,46,-2252,1019,-584,-1594,54,712,827,-195,227,-396,-223,198,-158,-124,14
Minehead,-18546,48,-2370,976,38,-1623,48,786,841,-243,590,-230,-339,43,-7,-307,8
Minsmere Sluice,-2535,50,-2178,149,-746,-1488,-178,717,719,132,418,-46,-211,-10,47,-160,19
Mistley,2329,50,-2133,1146,-407,-1463,18,730,709,-196,250,-178,-202,93,-89,-109,8
Moelfre,-2062,52,-2413,39,-495,-1681,-162,863,801,193,523,-58,-312,-63,41,-239,8
Montrose,10845,47,-2436,9,-545,-1623,-192,819,742,152,397,-82,-233,-45,23,-181,10
Morecambe,-168,55,-2452,278,-394,-1689,-129,866,840,30,475,-110,-302,-30,43,-226,6
Mostyn Docks,-1594,55,-2406,209,-551,-1710,-147,814,840,134,439,-97,-264,-18,16,-209,7
Moville,-15690,48,-2584,-1312,-345,-1532,-380,675,841,476,449,393,-152,-340,215,-97,11
Muckle Skerry,-1316,49,-2264,243,-407,-1650,-157,808,732,106,389,-58,-256,-59,33,-180,10
Mullaghmore,-19958,49,-2196,-280,-625,-1581,-75,835,744,124,450,-10,-212,-64,-31,-264,10
Mulroy Bay Bar,-18850,50,-2602,-73,-634,-1598,-64,892,744,125,577,7,-231,-59,-28,-312,10
Mumbles,-18864,49,-2522,774,-252,-1693,-80,904,915,-73,565,-235,-395,30,-23,-260,6
Nab Tower,182,44,-2203,411,-488,-1920,44,782,905,38,273,-283,-209,102,-30,-179,10
Nairn,2475,49,-1978,1358,-362,-1868,-50,737,704,-16,234,-276,-213,5,-5,-71,12
Narlwood Rocks,-14278,59,-2311,1353,2,-1614,89,776,834,-252,540,-279,-330,76,-34,-296,8
Nato Jetty,-15739,50,-2649,-865,-326,-1804,-344,956,851,438,424,245,-191,-218,199,-201,9
New Hythe,6329,65,-2181,1070,-461,-1594,3,818,728,-178,312,-321,-219,131,-72,-198,7
New Quay,-13294,55,-2640,172,-283,-1710,-144,872,872,-64,505,-104,-364,5,41,-239,6
New Ross,-19240,56,-2584,1312,-350,-1565,-10,803,810,-72,303,-306,-294,107,-86,-183,6
Newburgh,15665,57,-2644,170,-573,-1618,-179,850,746,137,429,-132,-247,-31,8,-202,10
Newcastle (N.Ireland),1149,50,-2221,14,-691,-1793,-146,646,661,42,285,-166,-170,29,-72,-98,8
Newcastle upon Tyne,15718,52,-2335,62,-556,-1618,-157,813,766,130,388,-104,-259,-26,17,-176,9
Newhaven,-968,51,-2385,615,-352,-1739,-115,847,904,-72,546,-137,-336,9,33,-234,7
Newport,-16091,51,-2377,1316,-12,-1647,67,777,881,-222,544,-169,-354,50,-2,-263,7
Newquay,-22970,52,-2461,341,-259,-1705,-130,848,876,-7,548,-125,-353,-16,29,-244,6
Newry (Victoria Lock),1873,50,-2278,-600,-631,-1638,-134,675,691,181,272,-68,-180,-37,99,-134,8
Neyland,-18629,50,-2379,781,-302,-1694,-76,846,871,-14,532,-203,-347,19,-8,-246,6
North Fambridge,4933,51,-2243,1434,-452,-1635,27,876,729,-163,323,-362,-250,139,-62,-179,7
North Sunderland (Northumberland),12743,49,-2256,-7,-540,-1621,-164,800,765,140,376,-86,-252,-33,24,-168,9
North Woolwich,7700,51,-2083,1360,-322,-1639,72,860,724,-274,288,-420,-183,188,-103,-167,6
Northney,1478,43,-2065,218,-461,-1653,127,787,751,47,422,-262,-218,33,-79,-50,9
Oban,-20352,51,-3459,-293,-157,-1647,-127,898,1202,356,1051,194,-612,-307,120,-435,18
Orford Haven Bar,-575,49,-2141,895,-404,-1642,-33,853,731,-155,376,-289,-252,102,-16,-179,7
Orford Ness,-1035,49,-2177,165,-751,-1485,-176,717,720,126,417,-53,-211,-7,45,-160,19
Orford Quay,3517,52,-2156,859,-419,-1640,-35,854,728,-175,371,-295,-251,108,-17,-180,6
Orsay,-23113,52,-3496,-566,-12,-1213,-44,770,849,141,1020,410,-445,-193,120,-478,18
Osea Island,4194,47,-2199,1134,-436,-1638,-5,864,727,-169,349,-327,-251,122,-38,-180,7
Out Skerries,-2678,51,-2315,145,-343,-1719,-150,793,796,133,483,-26,-250,-77,37,-213,11
Outer Westmark Knock,-19390,53,-2435,737,-302,-1693,-105,727,902,-81,521,-104,-359,53,90,-215,12
Owston Ferry,-13611,50,-2494,488,-313,-1698,-133,734,895,-121,533,-103,-357,57,99,-222,12
Padstow,-22151,52,-2451,680,-283,-1699,-91,852,874,1,529,-164,-355,3,6,-245,6
Pagham,-156,47,-2308,481,-318,-1950,-71,695,891,-85,532,-78,-338,-4,63,-109,7
Par,-21803,51,-2256,1043,111,-1640,43,889,825,-212,560,-208,-390,19,-63,-264,9
Peel,-266,50,-2439,385,-400,-1687,-117,866,840,34,472,-122,-301,-25,35,-226,6
Penzance (Newlyn),-24664,54,-2498,393,-316,-1694,-128,849,887,7,563,-102,-351,-31,52,-247,6
Perranporth,-22970,51,-2461,341,-259,-1705,-130,848,876,-7,548,-125,-353,-16,29,-244,6
Perth,16525,70,-2233,-28,-566,-1609,-186,798,748,130,361,-79,-226,-32,21,-161,10
Peterhead,6262,49,-2247,-34,-480,-1617,-171,812,788,169,311,2,-242,-68,40,-193,11
Pierowall,-6417,49,-2271,186,-386,-1656,-167,805,730,125,391,-37,-254,-74,38,-179,10
Plockton,-16192,51,-2075,-1233,-288,-1796,-371,882,862,433,323,315,-151,-218,226,-139,9
Plymouth (Devonport),-21004,50,-2275,1157,101,-1640,56,891,824,-212,548,-227,-390,27,-72,-263,9
Porlock Bay,-18854,47,-2362,1083,33,-1617,58,779,842,-239,579,-236,-338,50,-12,-302,8
Port Appin,-20651,50,-3458,-300,-155,-1649,-129,899,1203,360,1050,199,-611,-311,122,-436,18
Port Askaig,-22363,53,-3483,-425,-143,-1651,-142,901,1200,363,1046,232,-605,-326,135,-434,18
Port Cardigan,-13721,55,-2598,268,-287,-1706,-133,869,872,-59,508,-122,-361,8,32,-240,6
Port Dinorwic,-4592,54,-2361,110,-492,-1683,-154,857,799,206,524,-59,-311,-67,35,-239,8
Port Erin,26,50,-2344,1,-539,-1656,-149,839,779,143,464,-87,-281,-31,37,-215,7
Port Glasgow,4294,47,-2371,1203,-524,-1516,14,607,816,-225,405,-493,-362,215,-136,-116,14
Port Isaac,-22594,51,-2456,567,-274,-1701,-104,851,875,-1,536,-149,-354,-4,15,-245,6
Port of Bristol (Avonmouth),-15778,53,-2320,1334,9,-1616,86,778,836,-244,543,-270,-331,69,-30,-298,8
Port St. Mary,-41,49,-2465,166,-387,-1691,-142,865,841,27,479,-100,-302,-37,50,-226,6
Port Sutton Bridge,-18712,57,-2505,425,-290,-1702,-142,732,898,-96,538,-77,-360,38,107,-218,12
Port Talbot,-18719,49,-2534,708,-235,-1736,-67,820,875,-89,551,-203,-374,-13,22,-237,6
Port William,1234,50,-2438,403,-408,-1686,-114,865,841,26,469,-127,-303,-22,31,-226,6
Portavogie,250,49,-2219,4,-685,-1794,-147,647,660,47,287,-165,-169,29,-69,-99,8
Porth Dinllaen,-7843,55,-2620,-425,-447,-1700,-225,869,797,204,530,36,-313,-105,83,-237,8
Porth Trecastell,-5613,53,-2678,-496,-450,-1699,-233,874,800,191,531,39,-316,-103,88,-238,8
Porth Ysgaden,-8143,55,-2620,-429,-445,-1700,-225,869,797,205,530,37,-313,-106,83,-237,8
Porthcawl,-18553,49,-2403,719,-298,-1696,-83,847,871,-17,528,-191,-349,16,-3,-245,6
Porthgain,-16072,51,-2516,442,-289,-1704,-114,862,873,-38,516,-147,-356,8,20,-244,6
Porthleven,-24323,53,-2342,314,-404,-1679,-293,713,691,-82,360,65,-218,-2,53,-172,6
Porthmadog,-10594,50,-2638,207,-295,-1708,-139,873,871,-76,502,-117,-364,15,36,-240,6
Portishead,-15860,50,-2315,1368,7,-1615,89,777,837,-243,539,-281,-330,70,-34,-297,8
Portmahomack,1895,51,-2101,954,-563,-1610,-80,816,733,212,520,-219,-230,-11,-44,-217,10
Portnancon,-11848,51,-2964,-600,-327,-1687,-271,864,728,127,453,229,-273,-125,146,-193,11
Portpatrick,1198,50,-2196,241,-553,-1642,-111,835,757,41,437,-156,-308,25,5,-221,8
Portree,-16939,51,-2644,-881,-320,-1805,-346,955,848,443,421,250,-188,-220,201,-200,9
Portrush,-15555,49,-2510,-2512,-589,-1731,-615,816,644,806,116,865,32,-476,397,-54,15
Portsmouth,601,44,-2135,114,-498,-1595,-75,915,809,28,474,-199,-378,29,-26,-238,11
Preston,34,79,-2439,389,-401,-1687,-116,867,840,32,471,-124,-302,-24,35,-226,6
Pwllheli,-12006,58,-2544,-24,-702,-1516,-342,888,735,-14,592,-21,-299,3,123,-321,8
Quigley's Point,-14088,49,-2688,-1138,-362,-1533,-365,688,843,477,480,388,-166,-333,211,-109,11
Quoile Barrier,6249,54,-2220,70,-715,-1783,-139,648,662,24,276,-179,-168,38,-75,-95,8
Ramsey,-41,51,-2465,166,-387,-1691,-142,865,841,27,479,-100,-302,-37,50,-226,6
Ramsey Sound,-17195,51,-2438,633,-297,-1699,-92,853,872,-25,524,-179,-351,14,4,-246,6
Ramsgate,720,55,-2417,282,-594,-1868,-97,780,720,169,463,-122,-233,3,29,-166,8
Rapness,-7317,49,-2272,176,-382,-1657,-169,804,730,128,392,-33,-253,-76,39,-178,10
Rathmullan,-18419,50,-3016,-151,-626,-1613,-84,934,743,123,694,52,-249,-67,-7,-354,11
Red Bay,-151,47,-1669,775,-732,-1780,-26,618,665,65,243,-269,-152,62,-129,-97,8
Redkirk,5253,50,-2648,-998,-338,-1709,-275,856,846,-32,520,-4,-311,-87,120,-229,7
Rhu Marina,3441,46,-2315,1099,-518,-1517,4,598,816,-224,410,-468,-360,207,-128,-114,14
Richborough,709,61,-2429,266,-322,-1570,-51,569,260,-120,315,-46,-62,42,70,-237,10
Richmond Lock,12717,56,-1922,1222,-390,-1636,63,832,718,-267,166,-434,-208,173,-8,-165,10
Ringaskiddy,-21500,53,-2293,611,-486,-1748,-192,747,858,-78,273,-92,-226,19,35,-144,6
River Boyne Entrance,738,48,-2174,-158,-546,-1618,-57,716,651,188,261,-14,-172,-84,15,-112,7
River Foyle (Lisahally),-12611,51,-2776,-988,-376,-1532,-351,699,843,477,508,379,-177,-326,208,-119,12
River Neath Entrance,-18594,50,-2369,801,-303,-1693,-73,845,871,-14,532,-207,-347,20,-11,-247,6
River Tay Bar,11615,49,-2334,-31,-546,-1620,-192,807,743,148,380,-74,-228,-44,25,-171,10
River Tees Entrance,16334,51,-2258,121,-507,-1614,-111,740,773,80,355,-75,-234,-15,-31,-127,9
River Tyne (North Shields),15538,51,-2335,60,-556,-1618,-157,813,766,131,388,-103,-259,-26,17,-176,9
River Yealm Entrance,-20645,50,-2273,1162,100,-1638,58,889,822,-214,547,-230,-388,29,-74,-261,9
Roa Island,23,53,-2327,290,-432,-1615,-109,802,796,37,408,-118,-254,-6,22,-229,6
